Date,Open,High,Low,Close,Adj Close,Volume,EMA_2_3,MA_2_3,ROC_1,f_MA_10,f_EMA_10
2010-06-18,111.83000200000001,112.129997,111.370003,56.5,56.1,174006600,-0.008928571428571428,-0.008928571428571428,1.8018018018018056,0.0990990990990991,0.0990990990990991
2010-06-21,113.120003,113.199997,110.790001,57.5,57.1,213140700,-0.008771929824561403,-0.008771929824561403,1.7699115044247815,0.09734513274336283,0.09734513274336283
2010-06-22,111.410004,111.900002,109.410004,58.5,58.1,239355400,-0.008620689655172414,-0.008620689655172414,1.7391304347825987,0.09565217391304348,0.09565217391304348
2010-06-23,109.639999,110.029999,108.480003,59.5,59.1,254639900,-0.00847457627118644,-0.00847457627118644,1.7094017094017033,0.09401709401709402,0.09401709401709402
2010-06-24,108.690002,108.83000200000001,107.139999,60.5,60.1,268523600,-0.008333333333333333,-0.008333333333333333,1.680672268907557,0.09243697478991597,0.09243697478991597
2010-06-25,107.739998,108.41999799999999,106.769997,61.5,61.1,238726500,-0.00819672131147541,-0.00819672131147541,1.6528925619834656,0.09090909090909091,0.09090909090909091
2010-06-28,108.029999,108.32,107.139999,62.5,62.1,169218600,-0.008064516129032258,-0.008064516129032258,1.6260162601626105,0.08943089430894309,0.08943089430894309
2010-06-29,106.019997,107.510002,103.550003,63.5,63.1,373649500,-0.007936507936507936,-0.007936507936507936,1.6000000000000014,0.088,0.088
2010-06-30,103.91999799999999,104.879997,102.879997,64.5,64.1,284101700,-0.0078125,-0.0078125,1.5748031496062964,0.08661417322834646,0.08661417322834646
2010-07-01,103.150002,103.489998,101.129997,65.5,65.1,382924800,-0.007692307692307693,-0.007692307692307693,1.5503875968992276,0.08527131782945736,0.08527131782945736
2010-07-02,103.110001,103.41999799999999,101.620003,66.5,66.1,233385200,-0.007575757575757576,-0.007575757575757576,1.526717557251911,0.08396946564885496,0.08396946564885496
2010-07-06,103.639999,104.370003,101.879997,67.5,67.1,256935300,-0.007462686567164179,-0.007462686567164179,1.5037593984962516,0.08270676691729323,0.08270676691729323
2010-07-07,103.129997,106.239998,103.019997,68.5,68.1,253769400,-0.007352941176470588,-0.007352941176470588,1.4814814814814836,0.08148148148148149,0.08148148148148149
2010-07-08,107.0,107.279999,105.910004,69.5,69.1,210842100,-0.007246376811594203,-0.007246376811594203,1.4598540145985384,0.08029197080291971,0.08029197080291971
2010-07-09,107.129997,107.970001,106.93,70.5,70.1,144999900,-0.007142857142857143,-0.007142857142857143,1.4388489208633004,0.07913669064748201,0.07913669064748201
2010-07-12,107.599998,108.239998,107.150002,71.5,71.1,131283600,-0.007042253521126761,-0.007042253521126761,1.4184397163120588,0.07801418439716312,0.07801418439716312
2010-07-13,109.150002,110.089996,108.93,72.5,72.1,213025900,-0.006944444444444444,-0.006944444444444444,1.3986013986013957,0.07692307692307693,0.07692307692307693
2010-07-14,109.309998,110.08000200000001,108.860001,73.5,73.1,184426800,-0.00684931506849315,-0.00684931506849315,1.379310344827589,0.07586206896551724,0.07586206896551724
2010-07-15,109.610001,110.059998,108.16999799999999,74.5,74.1,232337900,-0.006756756756756757,-0.006756756756756757,1.3605442176870763,0.07482993197278912,0.07482993197278912
2010-07-16,109.089996,109.209999,106.449997,75.5,75.1,282693400,-0.006666666666666667,-0.006666666666666667,1.342281879194629,0.0738255033557047,0.0738255033557047
2010-07-19,107.050003,107.629997,106.220001,76.5,76.1,186709000,-0.006578947368421052,-0.006578947368421052,1.324503311258285,0.0728476821192053,0.0728476821192053
2010-07-20,105.870003,108.559998,105.82,77.5,77.1,258162400,-0.006493506493506494,-0.006493506493506494,1.3071895424836555,0.0718954248366013,0.0718954248366013
2010-07-21,109.040001,109.07,106.629997,78.5,78.1,264527000,-0.00641025641025641,-0.00641025641025641,1.2903225806451646,0.07096774193548387,0.07096774193548387
2010-07-22,108.339996,109.940002,108.33000200000001,79.5,79.1,274781300,-0.006329113924050633,-0.006329113924050633,1.273885350318471,0.07006369426751592,0.07006369426751592
2010-07-23,109.239998,110.57,108.93,80.5,80.1,222020800,-0.00625,-0.00625,1.2578616352201255,0.06918238993710692,0.06918238993710692
2010-07-26,110.599998,111.66999799999999,110.290001,81.5,81.1,184445700,-0.006172839506172839,-0.006172839506172839,1.2422360248447228,0.06832298136645963,0.06832298136645963
2010-07-27,112.16999799999999,112.290001,111.110001,82.5,82.1,204855600,-0.006097560975609756,-0.006097560975609756,1.2269938650306678,0.06748466257668712,0.06748466257668712
2010-07-28,111.32,111.660004,110.459999,83.5,83.1,163056200,-0.006024096385542169,-0.006024096385542169,1.21212121212122,0.06666666666666667,0.06666666666666667
2010-07-29,111.519997,111.82,109.410004,84.5,84.1,220149100,-0.005952380952380952,-0.005952380952380952,1.1976047904191711,0.0658682634730539,0.0658682634730539
2010-07-30,109.16999799999999,110.860001,108.980003,85.5,85.1,220070600,-0.0058823529411764705,-0.0058823529411764705,1.183431952662728,0.0650887573964497,0.0650887573964497
2010-08-02,111.989998,112.940002,111.540001,86.5,86.1,188263200,-0.005813953488372093,-0.005813953488372093,1.1695906432748648,0.06432748538011696,0.06432748538011696
2010-08-03,112.480003,112.769997,111.849998,87.5,87.1,146657300,-0.005747126436781609,-0.005747126436781609,1.1560693641618602,0.06358381502890173,0.06358381502890173
2010-08-04,112.529999,113.110001,112.160004,88.5,88.1,158171700,-0.005681818181818182,-0.005681818181818182,1.1428571428571344,0.06285714285714286,0.06285714285714286
2010-08-05,112.25,112.910004,112.08000200000001,89.5,89.1,140473800,-0.0056179775280898875,-0.0056179775280898875,1.1299435028248483,0.062146892655367235,0.062146892655367235
2010-08-06,111.739998,112.57,110.91999799999999,90.5,90.1,239728300,-0.005555555555555556,-0.005555555555555556,1.1173184357541999,0.061452513966480445,0.061452513966480445
2010-08-09,112.91999799999999,113.18,112.32,91.5,91.1,120800400,-0.005494505494505495,-0.005494505494505495,1.104972375690605,0.06077348066298342,0.06077348066298342
2010-08-10,112.029999,112.980003,111.370003,92.5,92.1,242916300,-0.005434782608695652,-0.005434782608695652,1.0928961748633892,0.060109289617486336,0.060109289617486336
2010-08-11,110.650002,110.690002,109.120003,93.5,93.1,273406900,-0.005376344086021506,-0.005376344086021506,1.08108108108107,0.05945945945945946,0.05945945945945946
2010-08-12,107.650002,109.019997,107.599998,94.5,94.1,239542600,-0.005319148936170213,-0.005319148936170213,1.0695187165775444,0.058823529411764705,0.058823529411764705
2010-08-13,108.290001,108.959999,108.18,95.5,95.1,158698500,-0.005263157894736842,-0.005263157894736842,1.0582010582010692,,
2010-08-16,107.57,108.610001,107.18,96.5,96.1,147895300,-0.005208333333333333,-0.005208333333333333,1.0471204188481575,,
2010-08-17,109.190002,110.389999,108.879997,97.5,97.1,172270300,-0.005154639175257732,-0.005154639175257732,1.0362694300518172,,
2010-08-18,109.540001,110.379997,108.910004,98.5,98.1,182922100,-0.00510204081632653,-0.00510204081632653,1.025641025641022,,
2010-08-19,109.220001,109.489998,107.43,99.5,99.1,265847600,-0.005050505050505051,-0.005050505050505051,1.0152284263959421,,
2010-08-20,107.559998,107.940002,106.75,100.5,100.1,209714200,-0.005,-0.005,1.005025125628145,,
2010-08-23,108.040001,108.57,107.07,101.5,101.1,163490300,-0.0049504950495049506,-0.0049504950495049506,0.995024875621886,,
2010-08-24,105.949997,106.389999,104.970001,102.5,102.1,280677800,-0.004901960784313725,-0.004901960784313725,0.9852216748768461,,
2010-08-25,104.949997,106.339996,104.290001,103.5,103.1,272234800,-0.0048543689320388345,-0.0048543689320388345,0.9756097560975618,,
